Kode Item,Nama Item,Satuan Standar,Jumlah_Bulan_Data,Jumlah_Bulan_Terjual,Total_Permintaan,Rata_Rata_Permintaan,Maksimum_Permintaan,Status_Kelayakan
BKT-38,BUKU TULIS IS 38 LEMBAR,PAK,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
BLINK,500 PRO SARAMONIC BLINK 500 PRO X Q20 DUAL- X Q20 CHANNEL WIRELESS,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
BMHP,Gaun Operasi Disposable,PCS,33,1,160.0,4.848484848484849,160.0,Data Terlalu Sedikit
BNGMON-2,Benang Monosyn Uk 2,PCS,33,1,19.0,0.5757575757575758,19.0,Data Terlalu Sedikit
BNSN5,BENOSON N 5GR,TUBE,33,1,3.0,0.09090909090909091,3.0,Data Terlalu Sedikit
BOK,BIAYA ONGKOS KIRIM,SET,33,1,4.0,0.12121212121212122,4.0,Data Terlalu Sedikit
BOPM,BED OPERASI MANUAL,UNIT,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
BPGA,Benang PGA T-Vio Polyglycolide Uk 2,PCS,33,1,76.0,2.303030303030303,76.0,Data Terlalu Sedikit
BPGAPA,Benang PGA Polyglycolic Acid Uk 0,PCS,33,1,76.0,2.303030303030303,76.0,Data Terlalu Sedikit
BPGB,BALLPOINT GEL INK BIRU,PAK,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
BPMX,Ball Point Pen Maxxis,PAK,33,2,45.0,1.3636363636363635,40.0,Data Terlalu Sedikit
BPSJ-PSBP177,BALL PEN STAND JOYKO PSBP-177,BUAH,33,1,8.0,0.24242424242424243,8.0,Data Terlalu Sedikit
BRAXD,Braxidine Tab,TAB,33,1,500.0,15.151515151515152,500.0,Data Terlalu Sedikit
BS,120 DISPOSIBLE CUVETTES BS 120 (250 CUVETTE@5SEGMENT),BOX,34,1,1.0,0.029411764705882353,1.0,Data Terlalu Sedikit
BS,BLOOD SET,BOX,35,1,6.0,0.17142857142857143,6.0,Data Terlalu Sedikit
BSB,Bisturi Surgical Blades NO 20 Chrona,BOX,33,1,3.0,0.09090909090909091,3.0,Data Terlalu Sedikit
BSC,BED SIDE CABINET,UNIT,33,1,61.0,1.8484848484848484,61.0,Data Terlalu Sedikit
BSF,Bantal Silicone Fina,BUAH,33,1,4.0,0.12121212121212122,4.0,Data Terlalu Sedikit
BSTL-C11,BESTOOL TRIPOD BLUETOOTH SELFIE STICK REMOTE,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
BTD-5,Betadine 5ml,BTL,33,1,85.0,2.5757575757575757,85.0,Data Terlalu Sedikit
BTFS-001,BLOOD TRANSFUSION SET,PCS,33,1,100.0,3.0303030303030303,100.0,Data Terlalu Sedikit
BTHS-6D,BETAHISTINE 6MG TAB DEXA,BOX,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
BTHS6,Betahistine 6mg Tab,BOX,35,1,9.0,0.2571428571428571,9.0,Data Terlalu Sedikit
BTHS6,Betahistine 6mg Tab,TAB,34,1,1000.0,29.41176470588235,1000.0,Data Terlalu Sedikit
BVR-1,Benang Vicryl Uk 1,PCS,33,1,19.0,0.5757575757575758,19.0,Data Terlalu Sedikit
BYG-C,BAYGON COLOK,PCS,33,1,20.0,0.6060606060606061,20.0,Data Terlalu Sedikit
BYG-S,BAYGON SPRAY 600 ML,PCS,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
CAN-NEO,FISHER & PAYKEL HEALTHCARE Optiflow Junior Nasal Cannula - Neonatal,PCS,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
CANDS16,Candesartan 16mg Tab,BOX,35,1,30.0,0.8571428571428571,30.0,Data Terlalu Sedikit
CANDS16,Candesartan 16mg Tab,TAB,34,2,8000.0,235.2941176470588,6000.0,Data Terlalu Sedikit
CANDS8,Candesartan 8mg Tab,BOX,35,1,15.0,0.42857142857142855,15.0,Data Terlalu Sedikit
CANDS8,Candesartan 8mg Tab,TAB,34,2,7000.0,205.88235294117646,6000.0,Data Terlalu Sedikit
CAPT25,Captopril 25 mg Tab,BOX,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
CAPT50,Captopril 50mg,TAB,33,1,500.0,15.151515151515152,500.0,Data Terlalu Sedikit
CARDI5,Cardisan 5mg Tablet,BOX,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
CB10,CONTAINER BOX - CB10,BUAH,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
CB60,CONTAINER BOX - CB 60,BUAH,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
CCSYX,"REAGEN EIGHT CHECK CONTROL SYSMEX 3X1,5ML",BTL,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
CCTV6,CCTV 6 CHANNEL,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
CDS,COLD STORAGE,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
CEFADS250,Cefadroxil Monohydrate 250mg/5ml Sirup Kering Bernofarm,BTL,33,1,30.0,0.9090909090909091,30.0,Data Terlalu Sedikit
CEFIX100,Cefixime Trihydrate 100mg Tss Bernofarm,BOX,34,3,19.0,0.5588235294117647,15.0,Layak Diprediksi
CEFIX100,Cefixime Trihydrate 100mg Tss Bernofarm,TAB,35,2,2500.0,71.42857142857143,2000.0,Data Terlalu Sedikit
CEFIXDS-IFR,Cefixime Dry Syr - Ifars,BTL,33,2,56.0,1.696969696969697,50.0,Data Terlalu Sedikit
CEFO1INJ,Cefotaxime 1gr Serb Inj,AMPUL,35,1,100.0,2.857142857142857,100.0,Data Terlalu Sedikit
CEFO1INJ,Cefotaxime 1gr Serb Inj,BOX,34,1,50.0,1.4705882352941178,50.0,Data Terlalu Sedikit
CEFRXO-INJ,Ceftriaxone Inj - Bernofarm,AMPUL,34,1,100.0,2.9411764705882355,100.0,Data Terlalu Sedikit
CEFRXO-INJ,Ceftriaxone Inj - Bernofarm,BOX,35,1,100.0,2.857142857142857,100.0,Data Terlalu Sedikit
CEFTX-INJ,Ceftizoxime Inj,VIAL,33,1,25.0,0.7575757575757576,25.0,Data Terlalu Sedikit
CEFXTR200,CEFIXIME 200MG KAPSUL BERNOFARM,BOX,35,2,101.0,2.8857142857142857,100.0,Data Terlalu Sedikit
CEFXTR200,CEFIXIME 200MG KAPSUL BERNOFARM,TAB,34,2,2100.0,61.76470588235294,1500.0,Data Terlalu Sedikit
CEFZN1-INJ,Cefazolin Inj 1gr,AMPUL,33,1,20.0,0.6060606060606061,20.0,Data Terlalu Sedikit
CERV,CERNEVIT,AMPUL,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
CETI,Tab Cetirizine Tab,BOX,34,1,2.0,0.058823529411764705,2.0,Data Terlalu Sedikit
CETI,Tab-E Cetirizine Tab Errita,BOX,35,1,120.0,3.4285714285714284,120.0,Data Terlalu Sedikit
CF17A,TONER HP LASER JET 17A,BUAH,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
CF283A,TONER HP LASER JET 83A,BUAH,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
CG24,Cover Glass 24x44,BOX,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
CIFLX,Tab CIPROFLOXACIN TAB,BOX,34,3,15.0,0.4411764705882353,12.0,Layak Diprediksi
CIFLX,Tab CIPROFLOXACIN TAB,TAB,35,2,1804.0,51.542857142857144,1000.0,Data Terlalu Sedikit
CILOST100,Cilostazole 100mg Tab Bernofarm,TAB,33,1,200.0,6.0606060606060606,200.0,Data Terlalu Sedikit
CITCL1000,Citicoline 1000mg Tab Bernofarm,BOX,33,1,5.0,0.15151515151515152,5.0,Data Terlalu Sedikit
CITCL250,Inj Citicoline 250mg/2ml Inj Bernofarm,AMPUL,35,1,50.0,1.4285714285714286,50.0,Data Terlalu Sedikit
CITCL250,Inj Citicoline 250mg/2ml Inj Bernofarm,BOX,34,1,15.0,0.4411764705882353,15.0,Data Terlalu Sedikit
CITCL500,Citicoline 500mg Tab Bernofarm,TAB,33,1,1200.0,36.36363636363637,1200.0,Data Terlalu Sedikit
CITJC,"CITOJECT SYRINGE 1,8ml",BOX,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
CLBTSOL10,CLOBETASOL PROPIONATE 10GR,TUBE,33,1,3.0,0.09090909090909091,3.0,Data Terlalu Sedikit
CLINDYCM300,Clindamycin HCl 300 mg Kapsul - Mersi,TAB,33,1,1100.0,33.333333333333336,1100.0,Data Terlalu Sedikit
CLPG75,Clopidogrel 75mg Tab - Berno,TAB,33,2,10000.0,303.030303030303,9000.0,Data Terlalu Sedikit
COMBANT50,Combantrin 125,BOX,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
COMJER,Combantrin Jeruk,BTL,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
COTRMX-TABMER,Cotrimoxazole Tab (Mersi),TAB,33,1,652.0,19.757575757575758,652.0,Data Terlalu Sedikit
COUNTER15,COUNTERPAIN COOL 15 GR,PCS,33,1,20.0,0.6060606060606061,20.0,Data Terlalu Sedikit
CPS-001,CELL PACK SYSMEX 20L,BTL,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
CRMD10%,Carmed 10%,TUBE,33,1,30.0,0.9090909090909091,30.0,Data Terlalu Sedikit
CRPL,CURRATAGE PLACENTA,SET,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
CRS,CURRATAGE SET,SET,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
CS,COTTON SWAB,PAK,33,1,3.0,0.09090909090909091,3.0,Data Terlalu Sedikit
CT,CORRECTION TAPE,BUAH,33,1,24.0,0.7272727272727273,24.0,Data Terlalu Sedikit
CT004,CENTRIFUGE TUBE 15 ML,PAK,33,1,5.0,0.15151515151515152,5.0,Data Terlalu Sedikit
CTR,COUTER DOCTANZ 80 WATT,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
CUPB,Disposable Cup Blue @50 pcs (Gelas Kumur),PAK,33,1,40.0,1.2121212121212122,40.0,Data Terlalu Sedikit
CVG-0045,COVER GLASS,BOX,33,1,6.0,0.18181818181818182,6.0,Data Terlalu Sedikit
CVPLX-T,Caviplex Tab,BOX,34,1,10.0,0.29411764705882354,10.0,Data Terlalu Sedikit
CVPLX-T,Caviplex Tab,TAB,35,1,1000.0,28.571428571428573,1000.0,Data Terlalu Sedikit
D5%,Cairan Dextrose 5%,BTL,33,1,68.0,2.0606060606060606,68.0,Data Terlalu Sedikit
DACYC1033T00,Acyclovir 400 mg Tablet 2,BOX,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
DAMOX1032L00,Amoxicillin Sirup 125 mg/60ml 2,BTL,33,2,35.0,1.0606060606060606,30.0,Data Terlalu Sedikit
DBT,DOUBLE TAPE,ROL,33,1,3.0,0.09090909090909091,3.0,Data Terlalu Sedikit
DCAPT1007T00,"CAPTOPRILl 12,5 MG TAB 5",BOX,34,1,2.0,0.058823529411764705,2.0,Data Terlalu Sedikit
DCAPT1007T00,"CAPTOPRILl 12,5 MG TAB 5",TAB,35,1,500.0,14.285714285714286,500.0,Data Terlalu Sedikit
DCTZ-400,ELECTRO SURGICAL COUTER DOCTANZ 400W,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
DEGIROL100,Degirol tab,TAB,33,1,1500.0,45.45454545454545,1500.0,Data Terlalu Sedikit
DELTA,ANTI A MONOCHLONAL DELTA GOLDAR A,BOX,35,1,1.0,0.02857142857142857,1.0,Data Terlalu Sedikit
DELTA,ANTI AB MONOCHLONAL DELTA GOLDAR AB,BOX,35,1,1.0,0.02857142857142857,1.0,Data Terlalu Sedikit
DELTA,ANTI B MONOCHLONAL DELTA GOLDAR B,BOX,35,1,1.0,0.02857142857142857,1.0,Data Terlalu Sedikit
DELTA,ANTI D MONOCHLONAL DELTA GOLDAR D,BOX,36,1,1.0,0.027777777777777776,1.0,Data Terlalu Sedikit
DETER,SABUN DETERGEN BUBUK,PCS,33,1,20.0,0.6060606060606061,20.0,Data Terlalu Sedikit
DETER2,Sabun Detergen Bubuk 2 Kg,BUAH,33,1,3.0,0.09090909090909091,3.0,Data Terlalu Sedikit
DEXAME5,- Inj Dexamethasone 5mg/1ml - Berno Brn,BOX,33,2,12.0,0.36363636363636365,10.0,Data Terlalu Sedikit
DEXAME5-INJ,Dexamethasone 5mg/1ml,AMPUL,33,1,1000.0,30.303030303030305,1000.0,Data Terlalu Sedikit
DEXAMETHMUL,Dexametasone 0.5 '200tab,BOX,34,3,13.0,0.38235294117647056,10.0,Layak Diprediksi
DEXAMETHMUL,Dexametasone 0.5 '200tab,TAB,35,2,10000.0,285.7142857142857,9000.0,Data Terlalu Sedikit
DEXG5,Dexigen 5mg,TUBE,33,1,400.0,12.121212121212121,400.0,Data Terlalu Sedikit
DEXKTP,Dexketoprofen Tab,TAB,33,1,100.0,3.0303030303030303,100.0,Data Terlalu Sedikit
DEXKTPT,Dexketoprofen Tab,TAB,33,1,500.0,15.151515151515152,500.0,Data Terlalu Sedikit
DIATAB,DIATABS TAB,TAB,33,1,200.0,6.0606060606060606,200.0,Data Terlalu Sedikit
DIPHDR10,- Inj Diphenhydramin Hcl 10mg Inj,AMPUL,33,1,200.0,6.0606060606060606,200.0,Data Terlalu Sedikit
DIPHDR10-INJ,Diphenhydramin Hcl 10mg Inj,AMPUL,33,1,500.0,15.151515151515152,500.0,Data Terlalu Sedikit
DIS,CLEAN ALKAZYME ENZYMATIC ALKALINE DISINFECTANT CLEANER,PAK,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
DIVN40,DIOVAN 40MG,BOX,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
DKETO1028T00,Ketoconazole 200 mg Tab 1,BOX,33,2,2.0,0.06060606060606061,1.0,Data Terlalu Sedikit
DLUT,DILUENT,DUS,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
DMETF1033T00,Metformin 500mg Tab@200's (HJ) 1,BOX,34,1,10.0,0.29411764705882354,10.0,Data Terlalu Sedikit
DMETF1033T00,Metformin 500mg Tab@200's (HJ) 1,TAB,35,1,1000.0,28.571428571428573,1000.0,Data Terlalu Sedikit
DNIFE1028T005,Nifedipine 10 mg Tab,BOX,34,1,3.0,0.08823529411764706,3.0,Data Terlalu Sedikit
DNIFE1028T005,Nifedipine 10 mg Tab,TAB,35,1,1400.0,40.0,1400.0,Data Terlalu Sedikit
DOMEP1013K0,Omeprazole 20 mg Kaps 01,BOX,33,1,3.0,0.09090909090909091,3.0,Data Terlalu Sedikit
DOMPS,Domperidone 5mg/5ml Syr Bernofarm,BTL,33,3,71.0,2.1515151515151514,35.0,Layak Diprediksi
DOMPSYRPER,Domperidone Syrup Ermplex YM,BTL,33,1,50.0,1.5151515151515151,50.0,Data Terlalu Sedikit
DOMPT,Domperidone Tab,BOX,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
DOMPT-TRIMAN,Domperidon Tab - Triman,TAB,33,1,500.0,15.151515151515152,500.0,Data Terlalu Sedikit
DOPM-INJ,DOPAMIN INJEKSI,AMPUL,33,1,50.0,1.5151515151515151,50.0,Data Terlalu Sedikit
DOTM50,- Inj DOBUTAMINE 50MG INJ,AMPUL,33,2,80.0,2.4242424242424243,50.0,Data Terlalu Sedikit
DPM250,Dopamet 250mg,TAB,33,1,400.0,12.121212121212121,400.0,Data Terlalu Sedikit
DRYNTS,Daryan-Tulle Sterile,PCS,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
DSCOP1003T07,SCOPMA TAB 9,BOX,33,2,2.0,0.06060606060606061,1.0,Data Terlalu Sedikit
DSS,DISPENSER SOLATIPE SEDANG,BUAH,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
DULCLT,DULCOLAX TAB,TAB,33,1,80.0,2.4242424242424243,80.0,Data Terlalu Sedikit
DULCOL,DULCOLAX 5 MG SUPP,SUPP,33,1,20.0,0.6060606060606061,20.0,Data Terlalu Sedikit
DXTMP,DEXTEEM PLUS,BOX,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
EDTA-K3,MONOTES Vacuum Tube EDTA K3 PET Tube 3ML (13X75MM) Purple,BOX,33,2,6.0,0.18181818181818182,3.0,Data Terlalu Sedikit
EGT,EMERGENCY TROLLEY,UNIT,33,3,3.0,0.09090909090909091,1.0,Data Terlalu Sedikit
EL,RC-5+ ELITECH RC-5+ PDF TEMPERATURE DATA LOGGER,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
ELABD4,"ELASTIS BANDAGE 4inc (10cm x 4,5m)",BOX,33,1,8.0,0.24242424242424243,8.0,Data Terlalu Sedikit
EMBER30,EMBER PLASTIK 30 LITER,PCS,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
ENABTICR,ENBATIK CREAM,TUBE,33,1,20.0,0.6060606060606061,20.0,Data Terlalu Sedikit
EPER50,Eperison HCL 50mg Tab,BOX,33,1,20.0,0.6060606060606061,20.0,Data Terlalu Sedikit
EPH-INJ,Ephedrin Injeksi,AMPUL,33,1,19.0,0.5757575757575758,19.0,Data Terlalu Sedikit
EPINEPINJ,Ephineprin Inj,BOX,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
EPSN-L121,PRINTER EPSON L121,UNIT,33,2,6.0,0.18181818181818182,3.0,Data Terlalu Sedikit
EPSN-L3210,PRINTER EPSON L3210,UNIT,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
ERDOS,Erdosteine 175 mg/5ml Syrup Kering Bernofarm,BTL,33,1,40.0,1.2121212121212122,40.0,Data Terlalu Sedikit
ERIC10,Ericaf 10mg Tab,TAB,33,1,600.0,18.181818181818183,600.0,Data Terlalu Sedikit
ERLAM-SALEP,Erlamycetin Salep Mata Steril Mata,TUBE,33,2,8.0,0.24242424242424243,5.0,Data Terlalu Sedikit
ERLAM-TETES,Erlamycetin Tetes Mata Mata,BTL,33,2,8.0,0.24242424242424243,5.0,Data Terlalu Sedikit
ERLATTSTG,Erlamycetin Tetes Telinga,BTL,33,2,23.0,0.696969696969697,20.0,Data Terlalu Sedikit
ETORC60,Etoricoxib 60mg Nulab,TAB,33,1,300.0,9.090909090909092,300.0,Data Terlalu Sedikit
FARI60ML,FARIZOL 60 ML,BTL,33,1,50.0,1.5151515151515151,50.0,Data Terlalu Sedikit
FC16,FOLEY CHATETER NO 16,PCS,33,1,90.0,2.727272727272727,90.0,Data Terlalu Sedikit
FC18,FOLEY CHATETER NO 18,PCS,33,1,120.0,3.6363636363636362,120.0,Data Terlalu Sedikit
FCGT,FRESH CARE GREEN TEA,PCS,33,1,24.0,0.7272727272727273,24.0,Data Terlalu Sedikit
FCL,FRESH CARE LAVENDER,PCS,33,1,48.0,1.4545454545454546,48.0,Data Terlalu Sedikit
FCL-LV5L,FLOOR CLEANER LAVENDER 5L,DRIGEN,33,1,14.0,0.42424242424242425,14.0,Data Terlalu Sedikit
FCQ-AG,FastClear Q Covid-19 Ag Nasal,BOX,33,1,34.0,1.0303030303030303,34.0,Data Terlalu Sedikit
FCSF,FRESH CARE SPLASH FRUITY,PCS,33,1,24.0,0.7272727272727273,24.0,Data Terlalu Sedikit
FCSMH,FRESH CARE SMASH,PCS,33,1,120.0,3.6363636363636362,120.0,Data Terlalu Sedikit
FD-AD51D,FETAL DOPPLER ONEHEALTH,UNIT,33,2,2.0,0.06060606060606061,1.0,Data Terlalu Sedikit
FD-BF600,FETAL DOPPLER BESTMAN BF600+,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
FLC1,Folic Acid 1mg Box 10 Stp@10 Tab (Triman),BOX,33,1,200.0,6.0606060606060606,200.0,Data Terlalu Sedikit
FLC5,Folic Acid 5mg Box 10 Stp@10 Kap (DIPA),BOX,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
FLUCADEXSYR,FLUCADEX 60 ML UP,BTL,33,1,24.0,0.7272727272727273,24.0,Data Terlalu Sedikit
FLUNZ5,Flunarizine 5 mg Tab,BOX,33,1,7.0,0.21212121212121213,7.0,Data Terlalu Sedikit
FOLICACID400,FOLIC ACID 400 MCG,TAB,33,1,100.0,3.0303030303030303,100.0,Data Terlalu Sedikit
FOMILG,FOLAMIL GENIO,BOX,33,1,12.0,0.36363636363636365,12.0,Data Terlalu Sedikit
FRBI,Farbivent Inj,AMPUL,33,1,30.0,0.9090909090909091,30.0,Data Terlalu Sedikit
FRZ-M,"Feroze Latex Free Powder ""M""",BOX,33,1,300.0,9.090909090909092,300.0,Data Terlalu Sedikit
FRZT-SENSI,FREEZE TAG SUHU SENSITECH,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
FT2-20,"FILTER TIPS 2-20µl STERILE, 10 RAKS OF 96 TIP",BOX,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
FT2-200,"FILTER TIPS 2-200µl STERILE, 10 RAKS OF 96 TIPS",BOX,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
FUROS-INJ,Furosemid Injeksi,AMPUL,33,1,60.0,1.8181818181818181,60.0,Data Terlalu Sedikit
FUROS-TAB,Furosemid Tab,TAB,33,1,1000.0,30.303030303030305,1000.0,Data Terlalu Sedikit
G-USG250,GEL USG 250 ML,BTL,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
GAYUNG,GAYUNG,PCS,33,1,13.0,0.3939393939393939,13.0,Data Terlalu Sedikit
GBP300,GABAPENTIN 300 MG,BOX,34,1,50.0,1.4705882352941178,50.0,Data Terlalu Sedikit
GBP300,GABAPENTIN 300 MG,TAB,35,1,600.0,17.142857142857142,600.0,Data Terlalu Sedikit
GBPD300,Gabapentin 300 mg - Dexa,TAB,33,2,1370.0,41.515151515151516,870.0,Data Terlalu Sedikit
GBUS,GEMBOK UK SEDANG,BUAH,33,1,4.0,0.12121212121212122,4.0,Data Terlalu Sedikit
GCHB-001,HEMOGLOBIN TEST METER EASY TOUCH,UNIT,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
GCL-5L,GLASS CLEANER 5L,DRIGEN,33,1,5.0,0.15151515151515152,5.0,Data Terlalu Sedikit
GD-BD100,REAGENT GLORY BILIRUBIN (Direct),BTL,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
GD-BT200,REAGENT GLORY BILIRUBIN (Total),BTL,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
GD-TG100,REAGENT GLORY TRIGLYCERIDES,BTL,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
GD-UR100,REAGENT GLORY UREA,BTL,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
GEL-EKG,ULTRASOUND GEL EKG 250 ML,BUAH,33,1,36.0,1.0909090909090908,36.0,Data Terlalu Sedikit
GENOSM,Genoint Salep Mata,TUBE,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
GGYPS-EONE,Gergaji GYPS Electric Onemed,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
GLIME2,Glimepiride 2 mg Dexa,TAB,33,1,500.0,15.151515151515152,500.0,Data Terlalu Sedikit
GLIMP1,GLIMEPIRIDE 1 MG,BOX,34,1,1.0,0.029411764705882353,1.0,Data Terlalu Sedikit
GLIMP1,GLIMEPIRIDE 1 MG,TAB,35,1,500.0,14.285714285714286,500.0,Data Terlalu Sedikit
GLIMP2,Glimepiride 2 mg,BOX,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
GLIMP4,Glimepiride 4 mg,BOX,33,1,30.0,0.9090909090909091,30.0,Data Terlalu Sedikit
GMFB300,GEMFIBROZILE 300MG,TAB,33,1,500.0,15.151515151515152,500.0,Data Terlalu Sedikit
GORDENVB,GORDEN VERTICAL BLIND,SET,33,1,26.0,0.7878787878787878,26.0,Data Terlalu Sedikit
GP-12000,US-3 GENSET PORTABLE BROTHERS BG 12000 US-3,UNIT,33,1,4.0,0.12121212121212122,4.0,Data Terlalu Sedikit
GSF-G533,Pel Mop Spin GSF-G533,BUAH,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
GTMC-SKKF,Gentamicin Cream SK - KF,BOX,34,1,2.0,0.058823529411764705,2.0,Data Terlalu Sedikit
GTMC-SKKF,Gentamicin Cream SK - KF,TUBE,35,1,1300.0,37.142857142857146,1300.0,Data Terlalu Sedikit
GUAI100,Guaifenesin 100mg NOVA,TAB,33,1,26000.0,787.8787878787879,26000.0,Data Terlalu Sedikit
GUAI100-TRIFA,GUAIFENESIN 100MG - TRIFA,BOX,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
GV,SET GV,SET,33,1,7.0,0.21212121212121213,7.0,Data Terlalu Sedikit
H2O2,H2O2,BTL,33,1,15.0,0.45454545454545453,15.0,Data Terlalu Sedikit
HAEMO,SET HAEMOCYTOMETER SET,PCS,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
HCG,SET HECTING,SET,33,3,9.0,0.2727272727272727,4.0,Data Terlalu Sedikit
HEM-7120,TENSI DIGITAL OMRON HEM 7120,UNIT,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
HEM-7142T1,AUTOMATIC BLOOD PRESSURE MONITOR,UNIT,33,1,4.0,0.12121212121212122,4.0,Data Terlalu Sedikit
HEM-7156TA,TENSIMETER OMRON HEM-7156TA,UNIT,33,1,5.0,0.15151515151515152,5.0,Data Terlalu Sedikit
HEM-8712,TENSI DIGITAL OMRON HEM 8712,UNIT,33,1,2.0,0.06060606060606061,2.0,Data Terlalu Sedikit
HEM-RML31,MANSET OMRON HEM-RML31,BOX,33,1,3.0,0.09090909090909091,3.0,Data Terlalu Sedikit
HISTG,HISTIGO TAB,BOX,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
HS-HC,60 ML HAPPY CARE HAND SANITIZER 60 ML,BTL,33,0,0.0,0.0,0.0,Data Terlalu Sedikit
HS-S5L,HAND SOAP STRAWBERRY DAYDREAM 5L,DRIGEN,33,1,10.0,0.30303030303030304,10.0,Data Terlalu Sedikit
HSN-NON-FG5L,PROKLEEN HAND SANITIZER NON FOOD GRADE 5L,DRIGEN,33,1,5.0,0.15151515151515152,5.0,Data Terlalu Sedikit
HUFGS-K,Hufagrip Syrup Flu & Batuk (Kuning),BTL,33,1,50.0,1.5151515151515151,50.0,Data Terlalu Sedikit
HYDRCS-CR,HYDROCORTISONE KF CREAM,TUBE,33,1,3.0,0.09090909090909091,3.0,Data Terlalu Sedikit
HYOS20-BERNO,Hyoscine N Inj 20 mg/ml - Berno,BOX,33,1,20.0,0.6060606060606061,20.0,Data Terlalu Sedikit
IBPR,Tab Ibuprofen Tab,BOX,33,1,1.0,0.030303030303030304,1.0,Data Terlalu Sedikit
IBPR400,Tab Ibuprofen 400mg Tab,BOX,34,2,11.0,0.3235294117647059,10.0,Data Terlalu Sedikit
IBPR400,Tab Ibuprofen 400mg Tab,TAB,35,1,734.0,20.97142857142857,734.0,Data Terlalu Sedikit
IC-MASK,4 INCOM CARE SURGICAL MASK 4 PLY,BOX,33,1,40.0,1.2121212121212122,40.0,Data Terlalu Sedikit
IC-YP,90A INCUBATOR GEA 2 PINTU YP-90A,UNIT,33,1,3.0,0.09090909090909091,3.0,Data Terlalu Sedikit
ICARE-30,EKG ICARE 30,UNIT,33,2,4.0,0.12121212121212122,3.0,Data Terlalu Sedikit
